size,direct,time
1,true,0.016300
1,false,0.548600
5,true,0.005600
5,false,2.223100
10,true,0.008900
10,false,3.205200
20,true,0.008500
20,false,6.624900
50,true,0.009700
50,false,22.539100
100,true,0.016700
100,false,41.798200
200,true,0.014400
200,false,81.283800
500,true,0.015500
500,false,201.985400
1000,true,0.014000
1000,false,686.152300
1500,true,0.025300
1500,false,1590.496700
2000,true,0.496200
2000,false,2556.736100
