size,direct,time
1,false,6.721600
1,true,1.619000
5,false,15.353000
5,true,8.142900
10,false,19.581100
10,true,11.402300
20,false,38.344000
20,true,25.433200
50,false,97.258000
50,true,73.597400
100,false,195.317600
100,true,142.402300
200,false,414.222000
200,true,378.329200
500,false,1009.793900
500,true,766.315900
1000,false,1742.903900
1000,true,1633.869500
1500,false,2557.621100
1500,true,2748.288700
2000,false,2050.989800
2000,true,6087.678600
